,Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,team_name
214,4/7/2018,,Franklin & Marshall,L,5-8,30,5,9,3,2,0,0,0,0,0,1,0,0,0,1,2,21,17,3,0.3,softball
215,4/7/2018,,Franklin & Marshall,L,3-11,24,3,8,3,1,0,1,1,0,0,0,0,1,0,0,1,18,6,0,0.333,softball
216,4/8/2018,at,Misericordia,L,9-14,36,9,15,9,4,0,0,4,0,1,0,0,0,0,0,3,18,10,2,0.417,softball
217,4/8/2018,at,Misericordia,L,3-11,24,3,10,2,4,0,0,3,0,1,0,0,1,0,0,5,12,5,1,0.417,softball
218,4/14/2018,at,McDaniel,L,6-14,26,6,9,5,2,0,1,1,0,0,0,0,0,0,0,5,13,6,2,0.346,softball
219,4/14/2018,at,McDaniel,L,0-1,25,0,3,0,1,0,0,2,0,0,0,0,0,0,1,5,18,4,1,0.12,softball
220,4/17/2018,at,Dickinson,W,6-4,30,6,8,5,1,0,0,4,0,2,0,0,2,0,0,2,21,4,0,0.267,softball
221,4/17/2018,at,Dickinson,L,1-9,26,1,9,1,1,1,0,0,0,0,0,0,0,0,0,7,17,8,2,0.346,softball
222,4/20/2018,,Albright,W,3-1,25,3,8,2,4,0,0,0,0,2,0,0,0,0,1,1,21,14,3,0.32,softball
223,4/20/2018,,Albright,L,2-4,25,2,5,2,0,0,0,1,0,1,0,2,1,1,1,1,21,8,3,0.2,softball
224,4/21/2018,at,Swarthmore,L,0-10,20,0,5,0,1,0,0,2,0,0,0,0,0,0,1,1,12,5,2,0.25,softball
225,4/21/2018,at,Swarthmore,W,4-1,31,4,10,3,1,0,0,0,0,0,1,2,2,1,0,2,21,2,0,0.323,softball
226,4/23/2018,,Elizabethtown,W,7-4,28,7,11,7,1,2,0,1,0,0,1,1,0,0,1,3,21,11,0,0.393,softball
227,4/23/2018,,Elizabethtown,L,0-5,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,21,10,0,0.192,softball
228,4/26/2018,at,Scranton,L,2-9,25,2,5,2,1,0,0,2,0,0,0,0,0,0,0,6,18,7,3,0.2,softball
229,4/26/2018,at,Scranton,L,0-2,23,0,3,0,2,0,0,2,0,0,1,0,0,0,0,7,18,5,0,0.13,softball
230,4/28/2018,,Gettysburg,L,5-6,28,5,9,4,1,0,0,5,0,1,1,0,0,0,1,3,21,8,2,0.321,softball
231,4/28/2018,,Gettysburg,L,0-4,27,0,5,0,0,0,0,1,0,0,0,0,0,0,0,6,21,4,0,0.185,softball
232,4/29/2018,,Washington College,L,2-3,29,2,6,1,2,0,0,2,0,2,0,0,0,0,0,5,21,11,0,0.207,softball
233,4/29/2018,,Washington College,L,4-7,27,4,5,3,0,0,0,4,0,0,0,0,0,0,0,5,21,10,5,0.185,softball
234,Total,,,,168-234,1058,168,323,140,57,6,6,72,0,33,10,15,14,6,15,118,721,303,56,,softball
235,3/5/2017,vs,Drew,W,6-2,30,6,10,4,1,0,0,4,0,1,0,0,1,0,0,1,21,13,0,0.333,softball
236,3/5/2017,vs,Coast Guard,L,3-4,32,3,7,2,2,0,0,1,0,0,0,0,3,0,0,1,24,7,0,0.219,softball
237,3/6/2017,vs,Husson,L,1-2,24,1,3,0,0,0,0,2,0,0,0,0,1,0,0,7,21,5,1,0.125,softball
238,3/6/2017,vs,Sage,L,8-9,32,8,11,4,1,0,1,2,0,0,0,1,0,0,0,6,18,5,0,0.344,softball
239,3/7/2017,vs,Ohio Northern,L,5-6,33,5,7,3,1,1,0,1,0,0,0,1,4,0,0,8,25,12,1,0.212,softball
240,3/7/2017,vs,Concordia-Chicago,L,7-8,29,7,7,7,1,0,0,9,0,0,0,2,4,0,0,6,27,12,2,0.241,softball
241,3/9/2017,vs,Catholic,L,2-3,29,2,7,2,0,1,0,1,0,1,1,0,4,0,0,5,26,7,0,0.241,softball
242,3/9/2017,vs,Juniata,W,12-6,30,12,10,9,0,1,1,4,0,3,0,0,0,0,0,1,21,11,4,0.333,softball
243,3/10/2017,at,Mount Union,L,1-3,25,1,6,1,1,0,0,5,0,0,0,1,1,0,0,4,20,6,0,0.24,softball
244,3/10/2017,vs,Fredonia,W,8-2,32,8,14,5,6,0,0,3,0,0,0,0,0,0,0,3,21,6,1,0.438,softball
245,3/25/2017,at,Washington College,W,6-3,34,6,12,6,1,0,0,2,0,2,0,0,0,0,0,13,21,6,1,0.353,softball
246,3/25/2017,at,Washington College,W,2-0,24,2,3,2,2,0,0,2,0,0,0,0,2,0,0,5,21,9,1,0.125,softball
247,3/30/2017,,Misericordia,L,2-3,25,2,5,2,3,0,1,1,0,0,0,0,0,1,0,2,21,9,0,0.2,softball
248,3/30/2017,,Misericordia,L,1-10,23,1,8,1,2,0,0,1,0,0,0,1,0,0,0,1,15,11,2,0.348,softball
249,4/5/2017,,DeSales,L,1-5,26,1,4,1,0,0,0,1,0,0,1,0,0,0,0,5,21,13,0,0.154,softball
250,4/5/2017,,DeSales,W,7-0,28,7,10,5,3,1,0,1,0,0,0,0,1,0,0,4,21,9,0,0.357,softball
251,4/8/2017,at,Franklin & Marshall,W,8-2,42,8,18,7,3,0,1,0,0,1,0,0,0,1,0,2,24,11,0,0.429,softball
252,4/8/2017,at,Franklin & Marshall,L,3-9,31,3,11,2,0,0,1,1,0,0,0,0,1,0,0,6,18,8,4,0.355,softball
253,4/9/2017,at,Haverford,W,2-1,24,2,4,2,2,0,0,5,0,0,0,0,1,0,0,1,21,7,1,0.167,softball
254,4/9/2017,at,Haverford,W,3-0,27,3,8,3,1,0,0,3,0,2,0,0,0,0,0,1,21,14,0,0.296,softball
255,4/11/2017,,Ursinus,L,1-5,24,1,5,1,1,0,0,2,0,2,0,0,1,0,0,1,21,8,2,0.208,softball
256,4/11/2017,,Ursinus,L,1-6,27,1,5,0,0,0,0,1,0,0,0,0,0,0,0,4,21,14,0,0.185,softball
257,4/13/2017,at,Moravian,L,0-4,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,18,6,0,0.16,softball
258,4/13/2017,at,Moravian,L,0-6,25,0,5,0,0,0,0,1,0,0,0,0,0,0,2,2,18,8,1,0.2,softball
259,4/15/2017,,McDaniel,L,0-4,25,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,21,8,2,0.2,softball
260,4/15/2017,,McDaniel,L,3-7,26,3,6,3,0,0,0,3,0,0,1,2,0,0,0,2,21,9,2,0.231,softball
261,4/18/2017,,Dickinson,L,2-5,31,2,6,1,0,0,0,0,0,2,0,1,0,0,0,2,21,7,1,0.194,softball
262,4/18/2017,,Dickinson,W,2-0,25,2,8,2,0,0,0,1,0,0,0,0,0,0,0,1,21,15,0,0.32,softball
263,4/19/2017,at,Elizabethtown,W,4-1,29,4,10,4,0,0,0,2,0,1,0,0,1,0,0,2,21,11,0,0.345,softball
264,4/19/2017,at,Elizabethtown,W,7-4,35,7,13,7,3,0,1,0,0,0,0,0,0,0,0,1,21,9,1,0.371,softball
265,4/23/2017,,Swarthmore,L,0-4,23,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,21,8,2,0.13,softball
266,4/23/2017,,Swarthmore,L,2-5,27,2,7,2,0,0,0,2,0,0,0,0,2,0,1,1,21,11,2,0.259,softball
267,4/24/2017,at,Arcadia,L,0-8,21,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,17,5,0,0.095,softball
268,4/24/2017,at,Arcadia,L,4-5,30,4,10,4,1,1,0,1,0,0,0,2,0,0,0,4,18,7,2,0.333,softball
269,4/28/2017,,Scranton,W,3-0,23,3,5,3,0,0,0,0,0,0,0,0,0,1,0,0,21,4,1,0.217,softball
270,4/28/2017,,Scranton,L,2-4,27,2,7,2,0,0,0,0,0,0,0,1,0,0,1,0,21,6,0,0.259,softball
271,4/30/2017,at,Gettysburg,L,4-12,20,4,6,3,0,0,0,3,0,0,0,0,0,0,0,4,12,10,4,0.3,softball
272,4/30/2017,at,Gettysburg,L,3-7,24,3,5,2,1,0,0,4,0,0,0,0,1,0,1,3,18,6,3,0.208,softball
273,Total,,,,126-165,1047,126,277,102,38,5,6,72,0,15,3,12,29,3,5,121,781,333,41,,softball
274,3/5/2016,vs,Webster,L,2-3,26,2,5,2,2,2,0,1,0,0,1,1,0,0,0,6,18,6,0,0.192,softball
275,3/5/2016,vs,Cornell (Iowa),L,3-6,23,3,2,3,1,1,0,5,0,0,0,0,1,0,0,9,18,3,2,0.087,softball
276,3/6/2016,vs,Rochester,L,2-10,16,2,1,1,0,0,0,6,0,0,0,0,0,1,0,2,12,7,2,0.063,softball
277,3/6/2016,vs,SUNY Oneonta,L,2-13,20,2,6,1,1,0,0,3,0,2,1,0,0,0,0,1,15,6,3,0.3,softball
278,3/7/2016,vs,Lakeland,L,3-12,19,3,2,3,0,0,1,1,0,0,0,0,0,0,0,2,15,8,2,0.105,softball
279,3/7/2016,vs,Wesley,W,9-1,25,9,12,6,2,0,0,4,0,0,0,0,0,1,0,1,15,6,0,0.48,softball
280,3/9/2016,vs,Alfred,L,0-3,24,0,3,0,1,0,0,0,0,0,1,0,0,0,0,3,18,8,1,0.125,softball
281,3/9/2016,vs,Meredith,L,4-14,27,4,7,4,3,0,0,0,0,1,0,0,0,0,0,8,18,5,7,0.259,softball
282,3/10/2016,vs,Millsaps,W,3-2,33,3,9,3,0,0,0,5,0,0,0,0,1,0,0,2,24,8,0,0.273,softball
283,3/10/2016,vs,Arcadia,L,4-6,25,4,6,3,1,0,0,6,0,0,0,0,2,0,0,3,21,10,5,0.24,softball
284,3/15/2016,at,King's,W,3-1,26,3,5,3,3,0,0,2,0,0,0,1,0,0,0,1,21,12,0,0.192,softball
285,3/15/2016,at,King's,W,8-6,31,8,9,8,3,0,2,2,0,0,0,1,0,0,0,5,21,8,2,0.29,softball
286,3/17/2016,at,DeSales,W,8-2,37,8,16,7,3,0,1,4,0,2,0,0,0,1,0,4,21,15,0,0.432,softball
287,3/17/2016,at,DeSales,W,9-2,35,9,14,7,2,0,3,2,0,4,0,0,0,1,0,3,21,10,0,0.4,softball
288,3/19/2016,,SUNY Oneonta,L,2-6,22,2,3,0,0,0,0,4,0,0,1,0,0,0,1,1,21,13,2,0.136,softball
289,3/19/2016,,SUNY Oneonta,L,3-4,27,3,6,3,0,0,1,4,0,0,0,0,0,1,0,1,21,6,3,0.222,softball
290,3/23/2016,,TCNJ,L,1-5,26,1,5,1,2,0,0,1,0,1,0,0,0,0,0,2,21,8,2,0.192,softball
291,3/23/2016,,TCNJ,L,3-5,25,3,5,2,0,0,0,6,0,0,0,4,0,0,0,2,21,9,1,0.2,softball
292,3/26/2016,,Gettysburg,L,2-8,23,2,5,2,1,0,0,4,0,1,1,0,0,1,1,2,21,14,1,0.217,softball
293,3/26/2016,,Gettysburg,W,6-5,28,6,9,5,1,0,0,6,0,0,0,0,1,0,0,2,21,8,2,0.321,softball
294,3/29/2016,at,Swarthmore,W,9-3,34,9,10,5,1,0,0,2,0,2,0,0,0,0,0,2,21,13,2,0.294,softball
295,3/29/2016,at,Swarthmore,L,2-3,25,2,5,2,1,0,0,8,0,1,0,0,1,0,0,3,18,7,2,0.2,softball
296,4/6/2016,,Washington College,W,2-1,25,2,7,2,2,0,0,2,0,0,0,1,0,0,0,4,21,13,2,0.28,softball
297,4/6/2016,,Washington College,L,4-6,24,4,3,4,1,0,0,4,0,0,0,1,0,0,0,8,21,11,1,0.125,softball
298,4/10/2016,,Haverford,W,3-0,26,3,10,3,1,0,0,1,0,0,0,0,1,0,1,3,21,10,0,0.385,softball
299,4/10/2016,,Haverford,L,2-7,26,2,6,1,2,0,0,1,0,0,0,0,1,0,0,6,21,8,2,0.231,softball
300,4/13/2016,at,Misericordia,W,2-1,25,2,6,2,2,0,0,0,0,0,0,0,1,1,0,2,21,9,1,0.24,softball
301,4/13/2016,at,Misericordia,L,0-4,25,0,3,0,0,0,0,1,0,0,0,1,0,0,0,3,18,8,1,0.12,softball
302,4/17/2016,at,McDaniel,L,1-3,22,1,5,1,0,0,1,2,0,0,0,0,2,0,1,2,18,9,1,0.227,softball
303,4/17/2016,at,McDaniel,W,7-2,30,7,12,7,4,0,1,1,0,0,1,0,3,0,0,2,21,10,2,0.4,softball
304,4/19/2016,at,Dickinson,W,6-3,29,6,10,5,2,0,1,0,0,1,0,1,3,0,0,1,21,5,1,0.345,softball
305,4/19/2016,at,Dickinson,L,5-10,34,5,11,3,1,0,0,2,0,1,0,0,0,0,0,8,18,7,5,0.324,softball
306,4/23/2016,at,Ursinus,W,2-0,26,2,6,2,2,0,0,4,0,1,0,0,1,0,0,1,21,9,1,0.231,softball
307,4/23/2016,at,Ursinus,L,1-9,18,1,6,1,2,0,0,0,0,0,0,0,2,0,1,2,14,4,2,0.333,softball
308,4/27/2016,at,Scranton,L,1-4,25,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2,18,6,1,0.12,softball
309,4/27/2016,at,Scranton,L,2-10,22,2,6,2,1,0,1,0,0,1,0,0,0,0,0,6,14,10,2,0.273,softball
310,4/30/2016,,Franklin & Marshall,W,8-2,33,8,15,5,3,0,0,0,0,5,1,0,0,0,0,1,21,10,0,0.455,softball
311,4/30/2016,,Franklin & Marshall,L,2-3,31,2,8,2,3,0,1,3,1,0,0,0,1,0,0,4,24,5,2,0.258,softball
312,Total,,,,136-185,998,136,262,112,54,3,14,97,1,24,7,11,21,7,5,120,736,324,63,,softball
313,3/1/2015,vs,Susquehanna,W,6-5,27,6,8,4,2,0,0,7,0,3,1,0,0,0,0,6,21,10,3,0.296,softball
314,3/1/2015,vs,Adrian,L,3-11,24,3,7,3,2,0,0,7,0,2,1,1,1,0,2,5,21,13,2,0.292,softball
315,3/2/2015,vs,John Carroll,L,2-6,24,2,4,2,0,0,0,2,0,1,0,0,0,1,0,9,21,9,2,0.167,softball
316,3/2/2015,vs,Alvernia,L,4-5,27,4,7,4,2,0,1,1,0,0,0,3,2,0,0,2,20,11,0,0.259,softball
317,3/4/2015,vs,Ferrum,L,6-14,24,6,6,6,1,0,1,5,0,1,0,0,0,0,0,5,17,7,7,0.25,softball
318,3/4/2015,vs,Ohio Northern,W,3-2,28,3,7,3,3,1,0,1,0,0,0,0,0,0,0,5,21,8,1,0.25,softball
319,3/4/2015,vs,Immaculata,W,7-5,29,7,11,6,6,0,0,2,0,0,0,0,1,0,0,1,21,14,3,0.379,softball
320,3/5/2015,vs,Trine,L,0-7,24,0,2,0,0,0,0,3,0,0,0,0,0,0,0,9,18,7,4,0.083,softball
321,3/5/2015,vs,Mount Union,W,5-0,23,5,8,4,1,0,0,1,0,4,0,1,0,1,0,6,21,9,0,0.348,softball
322,3/29/2015,at,Washington College,W,1-0,29,1,8,0,1,0,0,3,0,1,0,0,1,0,0,5,21,9,0,0.276,softball
323,3/29/2015,at,Washington College,W,6-1,33,6,14,6,3,0,0,2,0,5,1,1,0,1,1,5,21,11,0,0.424,softball
324,4/2/2015,at,Haverford,L,0-5,25,0,4,0,1,0,0,2,0,2,0,0,0,0,0,6,18,11,1,0.16,softball
325,4/2/2015,at,Haverford,W,9-5,34,9,13,9,3,0,0,2,0,0,0,1,2,0,0,6,21,11,3,0.382,softball
326,4/4/2015,,McDaniel,W,1-0,21,1,3,1,1,0,0,0,0,0,0,2,3,0,0,11,21,7,1,0.143,softball
327,4/4/2015,,McDaniel,L,1-4,25,1,5,1,1,0,0,0,0,0,0,0,0,1,0,8,21,9,0,0.2,softball
328,4/7/2015,,Swarthmore,W,6-1,23,6,9,4,4,0,0,1,0,0,0,0,0,0,0,0,15,7,0,0.391,softball
329,4/9/2015,at,Moravian,W,8-4,30,8,11,8,3,0,1,2,0,1,0,0,0,3,0,5,21,10,1,0.367,softball
330,4/9/2015,at,Moravian,L,3-7,25,3,4,3,0,0,2,1,0,0,0,0,0,0,0,6,18,11,1,0.16,softball
331,4/12/2015,at,Gettysburg,W,8-5,27,8,5,5,0,0,0,6,0,4,0,0,0,2,0,3,21,7,1,0.185,softball
332,4/12/2015,at,Gettysburg,L,0-16,19,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,12,8,3,0.105,softball
333,4/14/2015,,Dickinson,W,5-4,24,5,6,4,2,1,0,3,0,0,0,1,1,0,0,1,21,15,0,0.25,softball
334,4/14/2015,,Dickinson,L,5-7,30,5,6,4,1,0,0,7,0,1,0,0,1,0,0,6,24,11,0,0.2,softball
335,4/18/2015,,Ursinus,W,10-0,23,10,8,7,1,0,0,2,0,0,0,3,0,0,0,0,15,5,0,0.348,softball
336,4/18/2015,,Ursinus,L,2-3,37,2,6,2,1,0,0,1,0,2,0,2,3,1,0,6,36,22,0,0.162,softball
337,4/19/2015,at,The College of NJ,W,6-2,32,6,7,5,1,0,0,2,0,1,0,1,0,0,0,5,21,5,2,0.219,softball
338,4/21/2015,,Misericordia,L,2-3,27,2,7,2,2,0,0,2,0,2,0,1,0,0,0,3,21,8,0,0.259,softball
339,4/21/2015,,Misericordia,L,0-2,22,0,3,0,0,0,0,1,0,1,2,0,0,0,0,3,21,11,0,0.136,softball
340,4/23/2015,,Swarthmore,W,5-2,17,5,5,5,1,0,0,4,0,2,0,2,1,0,0,1,15,4,0,0.294,softball
341,4/25/2015,at,Franklin & Marshall,W,6-4,32,6,11,6,3,0,0,4,0,1,0,0,3,1,0,6,24,12,0,0.344,softball
342,4/25/2015,at,Franklin & Marshall,L,0-3,24,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,18,7,1,0.125,softball
343,4/28/2015,,Scranton,L,2-4,31,2,9,1,0,0,0,4,0,1,0,0,0,0,0,8,21,15,2,0.29,softball
344,4/28/2015,,Scranton,L,3-7,21,3,5,3,0,0,0,2,0,1,1,1,1,1,1,3,21,9,2,0.238,softball
345,5/1/2015,at,McDaniel,L,0-8,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,17,7,1,0.0,softball
346,5/2/2015,vs,Haverford,L,1-2,29,1,9,1,1,0,0,2,0,1,0,1,0,0,0,5,21,12,0,0.31,softball
347,Total,,,,126-154,888,126,223,109,49,2,5,84,0,37,6,21,20,12,4,161,687,332,41,,softball
348,3/1/2014,vs,St. Benedict,W,2-1,30,2,8,1,0,0,0,1,0,0,0,0,1,0,0,8,21,2,4,0.267,softball
349,3/1/2014,vs,Ohio Northern,W,9-8,30,9,12,9,3,0,1,3,0,1,0,2,1,0,0,3,21,5,6,0.4,softball
350,3/2/2014,vs,Elizabethtown,W,11-0,25,11,9,10,3,0,0,5,0,1,0,1,1,0,0,3,15,0,2,0.36,softball
351,3/2/2014,vs,St. Mary's (Minn.),W,12-4,31,12,18,9,2,0,0,7,0,1,0,0,0,1,0,1,18,9,2,0.581,softball
352,3/4/2014,vs,Coe,L,1-2,19,1,2,0,1,0,0,4,0,0,2,0,2,0,0,8,19,13,1,0.105,softball
353,3/4/2014,vs,John Carroll,W,7-2,29,7,13,5,2,0,1,1,0,4,1,1,1,0,1,5,21,11,1,0.448,softball
354,3/5/2014,vs,Saint Vincent,W,7-1,28,7,9,5,3,0,1,1,0,1,0,0,0,0,0,3,21,8,1,0.321,softball
355,3/5/2014,vs,Finlandia,W,8-3,34,8,10,6,1,0,0,0,0,2,0,0,1,0,0,3,21,9,0,0.294,softball
356,3/20/2014,,The College of NJ,W,6-0,26,6,7,6,1,0,1,1,0,1,0,1,0,0,0,5,21,7,1,0.269,softball
357,3/20/2014,,The College of NJ,L,0-6,24,0,4,0,1,0,0,2,0,0,0,0,0,0,1,3,21,12,0,0.167,softball
358,3/22/2014,,Gettysburg,W,1-0,22,1,5,0,0,0,0,3,0,0,0,0,2,0,0,3,21,11,2,0.227,softball
359,3/22/2014,,Gettysburg,W,6-1,24,6,5,5,2,0,1,6,1,1,0,1,0,0,0,1,21,14,0,0.208,softball
360,3/27/2014,at,Swarthmore,W,5-1,29,5,9,5,2,0,2,2,0,0,0,0,0,0,0,3,21,10,0,0.31,softball
361,3/27/2014,at,Swarthmore,W,10-0,27,10,13,8,0,0,1,4,0,2,0,0,1,0,0,5,15,6,0,0.481,softball
362,4/1/2014,,Haverford,W,2-1,20,2,4,2,2,0,0,4,0,1,0,0,1,0,1,0,21,12,0,0.2,softball
363,4/1/2014,,Haverford,L,1-9,24,1,2,0,0,0,0,2,0,0,0,0,0,0,0,5,21,11,0,0.083,softball
364,4/5/2014,at,McDaniel,W,1-0,27,1,6,0,1,0,0,4,0,0,0,0,0,0,0,9,21,16,0,0.222,softball
365,4/5/2014,at,McDaniel,L,2-4,28,2,3,2,0,0,1,3,0,0,0,0,1,0,0,11,22,9,0,0.107,softball
366,4/6/2014,,Washington College,W,4-1,23,4,7,3,2,0,0,5,0,1,1,0,0,1,0,6,21,11,1,0.304,softball
367,4/6/2014,,Washington College,W,8-0,22,8,10,7,4,0,0,2,0,2,0,0,2,0,0,3,15,10,2,0.455,softball
368,4/9/2014,,Drew,W,9-0,17,9,8,8,1,1,0,12,0,4,0,0,0,0,1,0,15,8,1,0.471,softball
369,4/9/2014,,Drew,L,1-4,25,1,5,1,1,0,0,0,0,0,0,1,0,0,0,5,21,13,1,0.2,softball
370,4/10/2014,,Moravian,L,1-5,23,1,5,1,2,0,0,4,1,0,0,2,2,0,0,2,21,9,0,0.217,softball
371,4/10/2014,,Moravian,L,1-2,25,1,5,1,1,0,0,2,0,0,0,1,1,0,1,2,21,11,0,0.2,softball
372,4/12/2014,at,Susquehanna,W,3-1,26,3,7,2,1,0,0,2,0,1,0,1,2,0,0,7,21,11,0,0.269,softball
373,4/12/2014,at,Susquehanna,W,3-2,26,3,6,3,0,0,0,0,0,0,0,0,1,0,0,9,21,14,3,0.231,softball
374,4/17/2014,at,Dickinson,W,10-1,20,10,6,8,2,0,0,12,0,1,0,1,1,1,0,1,15,7,0,0.3,softball
375,4/17/2014,at,Dickinson,W,6-3,28,6,9,3,1,0,1,5,0,2,1,0,1,0,0,5,21,16,2,0.321,softball
376,4/19/2014,at,Ursinus,W,2-0,25,2,4,1,0,0,0,3,0,1,0,0,2,1,0,6,21,12,0,0.16,softball
377,4/19/2014,at,Ursinus,W,9-0,33,9,13,9,1,0,0,3,0,2,0,1,0,0,0,4,18,10,0,0.394,softball
378,4/24/2014,at,Misericordia,L,0-3,26,0,7,0,0,0,0,3,0,0,0,0,1,0,0,8,18,3,1,0.269,softball
379,4/24/2014,at,Misericordia,L,11-12,36,11,14,8,2,0,3,4,0,0,0,0,0,0,0,8,20,12,1,0.389,softball
380,4/26/2014,,Franklin & Marshall,L,2-3,27,2,7,2,1,0,0,1,0,0,0,0,0,0,2,3,21,9,0,0.259,softball
381,4/26/2014,,Franklin & Marshall,L,0-4,21,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,21,7,1,0.048,softball
382,5/3/2014,at,Haverford,L,5-8,30,5,8,5,3,0,1,4,0,0,0,0,0,0,0,2,18,11,0,0.267,softball
383,5/3/2014,,Washington College,W,2-1,17,2,3,2,1,0,0,5,1,0,0,0,3,1,0,8,21,13,2,0.176,softball
384,5/4/2014,,McDaniel,W,2-1,24,2,5,2,0,0,0,4,0,0,0,0,2,0,0,11,21,15,1,0.208,softball
385,5/4/2014,,Haverford,L,2-6,24,2,2,1,0,0,0,3,0,1,0,1,2,1,0,5,21,13,3,0.083,softball
386,Total,,,,172-100,975,172,271,140,47,1,14,130,3,30,5,15,32,6,8,174,754,380,39,,softball
387,3/2/2013,vs,Coe,W,8-7,34,8,12,7,1,0,0,8,0,2,0,0,0,0,0,13,21,2,2,0.353,softball
388,3/2/2013,vs,Johnson & Wales,W,6-0,26,6,6,5,1,0,0,8,0,4,0,0,1,1,0,3,21,8,0,0.231,softball
389,3/3/2013,vs,Misericordia,W,9-8,34,9,11,6,0,0,0,4,0,3,1,0,1,0,0,5,21,6,5,0.324,softball
390,3/3/2013,vs,Elizabethtown,W,5-4,28,5,7,5,2,0,1,4,0,1,2,1,0,0,0,3,24,11,4,0.25,softball
391,3/5/2013,vs,Marywood,W,12-11,34,12,10,10,1,0,0,9,0,1,0,0,0,2,0,4,24,11,7,0.294,softball
392,3/5/2013,vs,Lebanon Valley,W,5-1,29,5,6,5,2,0,0,5,0,0,0,1,0,0,0,1,21,8,1,0.207,softball
393,3/6/2013,vs,Thiel,W,11-10,38,11,15,10,2,0,0,7,0,3,0,2,0,0,0,6,24,14,1,0.395,softball
394,3/6/2013,vs,Finlandia,W,10-2,35,10,11,9,3,0,1,8,1,3,0,1,0,1,0,4,21,7,2,0.314,softball
395,3/14/2013,,King's,W,9-6,28,9,8,7,1,0,0,7,0,2,0,0,0,0,0,2,21,7,1,0.286,softball
396,3/14/2013,,King's,L,2-5,27,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,21,13,1,0.185,softball
397,3/23/2013,at,Gettysburg,W,8-3,34,8,14,8,2,0,1,6,0,2,0,0,0,1,0,5,21,8,1,0.412,softball
398,3/23/2013,at,Gettysburg,L,2-10,20,2,6,2,1,0,0,0,0,1,0,0,1,0,0,2,13,8,1,0.3,softball
399,3/24/2013,at,New Jersey,L,5-7,26,5,6,4,0,0,2,4,0,0,0,1,0,0,0,9,18,7,0,0.231,softball
400,3/24/2013,at,New Jersey,L,0-4,25,0,5,0,0,0,0,2,0,0,0,0,0,0,1,6,18,12,1,0.2,softball
401,3/26/2013,,Swarthmore,W,9-2,29,9,9,7,5,0,0,3,1,2,0,0,1,0,0,1,21,6,2,0.31,softball
402,3/26/2013,,Swarthmore,W,9-3,25,9,11,7,0,0,1,6,0,2,3,0,0,1,0,3,21,14,0,0.44,softball
403,3/30/2013,at,Washington College,W,7-2,31,7,11,6,5,0,1,3,0,1,1,0,2,0,0,3,21,11,1,0.355,softball
404,3/30/2013,at,Washington College,W,4-2,30,4,6,1,0,1,0,6,0,4,0,0,1,0,0,2,21,12,1,0.2,softball
405,4/2/2013,at,Haverford,W,2-0,35,2,6,2,1,1,1,3,0,0,0,0,1,0,0,7,30,12,1,0.171,softball
406,4/2/2013,at,Haverford,L,1-5,27,1,5,1,1,0,0,2,0,0,0,0,0,0,0,7,18,11,4,0.185,softball
407,4/4/2013,,DeSales,W,5-4,24,5,8,3,4,0,0,3,0,1,1,1,1,0,0,2,21,13,3,0.333,softball
408,4/4/2013,,DeSales,T,6-6,37,6,11,5,3,0,0,2,1,1,0,1,2,1,1,3,27,19,6,0.297,softball
409,4/6/2013,,McDaniel,W,5-2,19,5,2,4,0,0,1,5,0,3,1,2,0,0,0,9,21,8,0,0.105,softball
410,4/6/2013,,McDaniel,W,4-3,33,4,3,3,1,0,0,7,0,2,0,2,2,0,0,8,30,12,0,0.091,softball
411,4/10/2013,at,Drew,W,5-1,31,5,9,5,1,0,0,2,0,0,0,0,0,1,0,2,19,10,0,0.29,softball
412,4/10/2013,at,Drew,W,8-4,32,8,15,7,6,0,0,1,0,1,0,0,0,3,0,1,21,10,1,0.469,softball
413,4/11/2013,at,Moravian,L,0-7,24,0,3,0,0,0,0,2,0,0,0,1,0,0,0,3,18,6,0,0.125,softball
414,4/11/2013,at,Moravian,L,2-10,26,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,17,14,2,0.308,softball
415,4/16/2013,,Dickinson,W,4-2,23,4,6,3,2,0,0,7,0,3,1,1,0,0,0,3,21,11,1,0.261,softball
416,4/16/2013,,Dickinson,W,6-3,25,6,10,6,3,0,1,0,0,2,0,1,0,1,0,2,21,13,1,0.4,softball
417,4/20/2013,,Ursinus,W,2-0,22,2,6,2,1,1,0,3,0,2,1,0,1,0,0,3,21,10,1,0.273,softball
418,4/20/2013,,Ursinus,W,11-3,26,11,13,11,1,0,0,4,0,2,0,0,0,1,0,2,15,11,1,0.5,softball
