,Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG,team_name
396,3/30/2013,at,Washington College,W,10-4,41,10,15,9,6,0,0,5,0,4,0,2,0,0,1,3,27,9,2,0.366,baseball
397,3/30/2013,at,Washington College,L,2-3,33,2,5,2,0,0,0,3,0,0,1,2,1,1,0,5,26,7,3,0.152,baseball
398,4/2/2013,,Ursinus,W,14-11,42,14,19,12,5,1,2,2,0,3,0,0,0,0,1,3,27,15,1,0.452,baseball
399,4/3/2013,,Keuka,W,22-11,41,22,21,21,4,1,0,8,0,4,0,3,0,1,1,5,24,10,2,0.512,baseball
400,4/5/2013,at,Ursinus,L,1-4,32,1,10,1,1,0,0,5,0,0,1,1,0,0,1,2,24,11,2,0.313,baseball
401,4/6/2013,,McDaniel,L,0-3,33,0,8,0,1,0,0,2,0,0,0,2,0,0,1,4,27,15,2,0.242,baseball
402,4/6/2013,,McDaniel,L,1-2,33,1,7,1,2,0,0,2,0,0,0,0,1,0,0,9,27,13,3,0.212,baseball
403,4/9/2013,,Haverford,L,9-17,45,9,16,4,1,0,2,2,0,0,0,1,0,0,0,4,27,14,4,0.356,baseball
404,4/13/2013,,Franklin & Marshall,W,7-5,32,7,8,5,2,0,1,2,0,1,0,1,0,0,1,2,27,14,3,0.25,baseball
405,4/13/2013,,Franklin & Marshall,L,3-6,34,3,8,3,1,0,0,4,1,0,0,0,3,0,0,7,27,13,2,0.235,baseball
406,4/14/2013,at,Haverford,W,9-6,37,9,12,7,1,1,0,9,0,1,0,0,1,1,2,4,27,11,2,0.324,baseball
407,4/16/2013,,Swarthmore,L,4-6,36,4,7,4,2,0,0,1,0,2,0,1,0,0,0,1,27,13,1,0.194,baseball
408,4/19/2013,at,Swarthmore,W,6-5,42,6,10,5,2,0,0,4,0,0,0,2,0,2,0,4,33,15,1,0.238,baseball
409,4/20/2013,,Gettysburg,L,0-8,31,0,6,0,0,1,0,0,0,0,0,1,0,0,1,6,27,13,4,0.194,baseball
410,4/20/2013,,Gettysburg,L,1-7,32,1,5,1,3,0,0,1,0,0,0,0,0,0,0,12,27,6,0,0.156,baseball
411,4/22/2013,at,Moravian,L,3-9,35,3,6,2,0,1,0,2,0,0,0,0,0,0,1,4,24,14,1,0.171,baseball
412,4/23/2013,at,Dickinson,W,9-8,37,9,13,8,2,0,1,5,0,2,1,2,1,1,0,5,27,11,2,0.351,baseball
413,4/26/2013,,Dickinson,W,23-6,47,23,18,21,5,0,0,6,0,2,0,3,0,2,1,2,27,8,5,0.383,baseball
414,4/27/2013,at,Johns Hopkins,L,2-15,32,2,7,2,2,0,0,1,0,0,1,1,0,0,0,9,24,9,4,0.219,baseball
415,4/27/2013,at,Johns Hopkins,L,5-6,40,5,9,5,1,0,0,3,0,1,0,1,0,1,0,8,28,11,0,0.225,baseball
416,4/30/2013,,Drew,W,9-2,36,9,14,8,2,0,0,4,0,2,1,1,0,0,0,4,27,10,4,0.389,baseball
417,5/1/2013,at,DeSales,L,2-10,33,2,4,2,0,0,0,1,0,3,0,0,0,0,0,8,24,10,2,0.121,baseball
418,Total,,,,269-257,1445,269,430,233,84,11,9,144,2,55,11,39,13,17,21,200,1026,436,91,,baseball
